Regional_Grouping,Region_Code,Region,Country,ISO3Code,M49Region_Code,M49_Code,FAO_CODE
UNSDG_REGION_GLOBAL,UNSDG_SOUTHERNEUROPE,Southern Europe,Andorra,AND,39,20,
UNSDG_REGION_GLOBAL,UNSDG_SOUTHERNEUROPE,Southern Europe,Bosnia and Herzegovina,BIH,39,70,
UNSDG_REGION_GLOBAL,UNSDG_SOUTHERNEUROPE,Southern Europe,Croatia,HRV,39,191,
UNSDG_REGION_GLOBAL,UNSDG_SOUTHERNEUROPE,Southern Europe,Gibraltar,GIB,39,292,
UNSDG_REGION_GLOBAL,UNSDG_SOUTHERNEUROPE,Southern Europe,Greece,GRC,39,300,
UNSDG_REGION_GLOBAL,UNSDG_SOUTHERNEUROPE,Southern Europe,Holy See,VAT,39,336,
UNSDG_REGION_GLOBAL,UNSDG_SOUTHERNEUROPE,Southern Europe,Italy,ITA,39,380,
UNSDG_REGION_GLOBAL,UNSDG_SOUTHERNEUROPE,Southern Europe,Malta,MLT,39,470,
UNSDG_REGION_GLOBAL,UNSDG_SOUTHERNEUROPE,Southern Europe,Montenegro,MNE,39,499,
UNSDG_REGION_GLOBAL,UNSDG_SOUTHERNEUROPE,Southern Europe,North Macedonia,MKD,39,807,
UNSDG_REGION_GLOBAL,UNSDG_SOUTHERNEUROPE,Southern Europe,Portugal,PRT,39,620,
UNSDG_REGION_GLOBAL,UNSDG_SOUTHERNEUROPE,Southern Europe,San Marino,SMR,39,674,
UNSDG_REGION_GLOBAL,UNSDG_SOUTHERNEUROPE,Southern Europe,Serbia,SRB,39,688,
UNSDG_REGION_GLOBAL,UNSDG_SOUTHERNEUROPE,Southern Europe,Slovenia,SVN,39,705,
UNSDG_REGION_GLOBAL,UNSDG_SOUTHERNEUROPE,Southern Europe,Spain,ESP,39,724,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,"",IOT,202,,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,"",ATF,202,,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Angola,AGO,202,24,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Benin,BEN,202,204,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Botswana,BWA,202,72,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Burkina Faso,BFA,202,854,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Burundi,BDI,202,108,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Cabo Verde,CPV,202,132,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Cameroon,CMR,202,120,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Central African Republic,CAF,202,140,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Chad,TCD,202,148,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Comoros,COM,202,174,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Congo,COG,202,178,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Côte d'Ivoire,CIV,202,384,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Democratic Republic of the Congo,COD,202,180,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Djibouti,DJI,202,262,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Equatorial Guinea,GNQ,202,226,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Eritrea,ERI,202,232,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Eswatini,SWZ,202,748,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Ethiopia,ETH,202,231,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Gabon,GAB,202,266,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Gambia,GMB,202,270,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Ghana,GHA,202,288,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Guinea,GIN,202,324,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Guinea-Bissau,GNB,202,624,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Kenya,KEN,202,404,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Lesotho,LSO,202,426,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Liberia,LBR,202,430,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Madagascar,MDG,202,450,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Malawi,MWI,202,454,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Mali,MLI,202,466,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Mauritania,MRT,202,478,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Mauritius,MUS,202,480,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Mayotte,MYT,202,175,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Mozambique,MOZ,202,508,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Namibia,NAM,202,516,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Niger,NER,202,562,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Nigeria,NGA,202,566,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Rwanda,RWA,202,646,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Réunion,REU,202,638,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,"Saint Helena, Ascension and Tristan da Cunha",SHN,202,654,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Sao Tome and Principe,STP,202,678,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Senegal,SEN,202,686,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Seychelles,SYC,202,690,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Sierra Leone,SLE,202,694,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Somalia,SOM,202,706,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,South Africa,ZAF,202,710,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,South Sudan,SSD,202,728,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Togo,TGO,202,768,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Uganda,UGA,202,800,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,United Republic of Tanzania,TZA,202,834,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Zambia,ZMB,202,894,
UNSDG_REGION_GLOBAL,UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,Zimbabwe,ZWE,202,716,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNAFR,Western Africa,Benin,BEN,11,204,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNAFR,Western Africa,Burkina Faso,BFA,11,854,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNAFR,Western Africa,Cabo Verde,CPV,11,132,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNAFR,Western Africa,Côte d'Ivoire,CIV,11,384,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNAFR,Western Africa,Gambia,GMB,11,270,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNAFR,Western Africa,Ghana,GHA,11,288,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNAFR,Western Africa,Guinea,GIN,11,324,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNAFR,Western Africa,Guinea-Bissau,GNB,11,624,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNAFR,Western Africa,Liberia,LBR,11,430,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNAFR,Western Africa,Mali,MLI,11,466,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNAFR,Western Africa,Mauritania,MRT,11,478,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNAFR,Western Africa,Niger,NER,11,562,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNAFR,Western Africa,Nigeria,NGA,11,566,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNAFR,Western Africa,"Saint Helena, Ascension and Tristan da Cunha",SHN,11,654,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNAFR,Western Africa,Senegal,SEN,11,686,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNAFR,Western Africa,Sierra Leone,SLE,11,694,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNAFR,Western Africa,Togo,TGO,11,768,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNASIA,Western Asia,Armenia,ARM,145,51,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNASIA,Western Asia,Azerbaijan,AZE,145,31,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNASIA,Western Asia,Bahrain,BHR,145,48,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNASIA,Western Asia,Cyprus,CYP,145,196,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNASIA,Western Asia,Georgia,GEO,145,268,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNASIA,Western Asia,Iraq,IRQ,145,368,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNASIA,Western Asia,Israel,ISR,145,376,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNASIA,Western Asia,Jordan,JOR,145,400,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNASIA,Western Asia,Kuwait,KWT,145,414,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNASIA,Western Asia,Lebanon,LBN,145,422,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNASIA,Western Asia,Oman,OMN,145,512,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNASIA,Western Asia,Qatar,QAT,145,634,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNASIA,Western Asia,Saudi Arabia,SAU,145,682,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNASIA,Western Asia,State of Palestine,PSE,145,275,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNASIA,Western Asia,Syrian Arab Republic,SYR,145,760,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNASIA,Western Asia,Türkiye,TUR,145,792,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNASIA,Western Asia,United Arab Emirates,ARE,145,784,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNASIA,Western Asia,Yemen,YEM,145,887,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNEUROPE,Western Europe,Austria,AUT,155,40,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNEUROPE,Western Europe,Belgium,BEL,155,56,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNEUROPE,Western Europe,France,FRA,155,250,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNEUROPE,Western Europe,Germany,DEU,155,276,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNEUROPE,Western Europe,Liechtenstein,LIE,155,438,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNEUROPE,Western Europe,Luxembourg,LUX,155,442,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNEUROPE,Western Europe,Monaco,MCO,155,492,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNEUROPE,Western Europe,Netherlands (Kingdom of the),NLD,155,528,
UNSDG_REGION_GLOBAL,UNSDG_WESTERNEUROPE,Western Europe,Switzerland,CHE,155,756,
WB_INCOME,WB_HI,World Bank (high income),American Samoa,ASM,,,
WB_INCOME,WB_HI,World Bank (high income),Andorra,AND,,,
WB_INCOME,WB_HI,World Bank (high income),Antigua and Barbuda,ATG,,,
WB_INCOME,WB_HI,World Bank (high income),Aruba,ABW,,,
WB_INCOME,WB_HI,World Bank (high income),Australia,AUS,,,
WB_INCOME,WB_HI,World Bank (high income),Austria,AUT,,,
WB_INCOME,WB_HI,World Bank (high income),Bahamas,BHS,,,
WB_INCOME,WB_HI,World Bank (high income),Bahrain,BHR,,,
WB_INCOME,WB_HI,World Bank (high income),Barbados,BRB,,,
WB_INCOME,WB_HI,World Bank (high income),Belgium,BEL,,,
WB_INCOME,WB_HI,World Bank (high income),Bermuda,BMU,,,
WB_INCOME,WB_HI,World Bank (high income),British Virgin Islands,VGB,,,
WB_INCOME,WB_HI,World Bank (high income),Brunei Darussalam,BRN,,,
WB_INCOME,WB_HI,World Bank (high income),Bulgaria,BGR,,,
WB_INCOME,WB_HI,World Bank (high income),Canada,CAN,,,
WB_INCOME,WB_HI,World Bank (high income),Cayman Islands,CYM,,,
WB_INCOME,WB_HI,World Bank (high income),Channel Islands,CHI,,,
WB_INCOME,WB_HI,World Bank (high income),Chile,CHL,,,
WB_INCOME,WB_HI,World Bank (high income),"China, Hong Kong Special Administrative Region",HKG,,,
WB_INCOME,WB_HI,World Bank (high income),"China, Macao Special Administrative Region",MAC,,,
WB_INCOME,WB_HI,World Bank (high income),"China, Taiwan Province of China",TWN,,,
WB_INCOME,WB_HI,World Bank (high income),Costa Rica,CRI,,,
WB_INCOME,WB_HI,World Bank (high income),Croatia,HRV,,,
WB_INCOME,WB_HI,World Bank (high income),Curaçao,CUW,,,
WB_INCOME,WB_HI,World Bank (high income),Cyprus,CYP,,,
WB_INCOME,WB_HI,World Bank (high income),Czechia,CZE,,,
WB_INCOME,WB_HI,World Bank (high income),Denmark,DNK,,,
WB_INCOME,WB_HI,World Bank (high income),Estonia,EST,,,
WB_INCOME,WB_HI,World Bank (high income),Faroe Islands,FRO,,,
WB_INCOME,WB_HI,World Bank (high income),Finland,FIN,,,
WB_INCOME,WB_HI,World Bank (high income),France,FRA,,,
WB_INCOME,WB_HI,World Bank (high income),French Polynesia,PYF,,,
WB_INCOME,WB_HI,World Bank (high income),Germany,DEU,,,
WB_INCOME,WB_HI,World Bank (high income),Gibraltar,GIB,,,
WB_INCOME,WB_HI,World Bank (high income),Greece,GRC,,,
WB_INCOME,WB_HI,World Bank (high income),Greenland,GRL,,,
WB_INCOME,WB_HI,World Bank (high income),Guam,GUM,,,
WB_INCOME,WB_HI,World Bank (high income),Guyana,GUY,,,
WB_INCOME,WB_HI,World Bank (high income),Hungary,HUN,,,
WB_INCOME,WB_HI,World Bank (high income),Iceland,ISL,,,
WB_INCOME,WB_HI,World Bank (high income),Ireland,IRL,,,
WB_INCOME,WB_HI,World Bank (high income),Isle of Man,IMN,,,
WB_INCOME,WB_HI,World Bank (high income),Israel,ISR,,,
WB_INCOME,WB_HI,World Bank (high income),Italy,ITA,,,
WB_INCOME,WB_HI,World Bank (high income),Japan,JPN,,,
WB_INCOME,WB_HI,World Bank (high income),Kuwait,KWT,,,
WB_INCOME,WB_HI,World Bank (high income),Latvia,LVA,,,
WB_INCOME,WB_HI,World Bank (high income),Liechtenstein,LIE,,,
WB_INCOME,WB_HI,World Bank (high income),Lithuania,LTU,,,
WB_INCOME,WB_HI,World Bank (high income),Luxembourg,LUX,,,
WB_INCOME,WB_HI,World Bank (high income),Malta,MLT,,,
WB_INCOME,WB_HI,World Bank (high income),Monaco,MCO,,,
WB_INCOME,WB_HI,World Bank (high income),Nauru,NRU,,,
WB_INCOME,WB_HI,World Bank (high income),Netherlands (Kingdom of the),NLD,,,
WB_INCOME,WB_HI,World Bank (high income),New Caledonia,NCL,,,
WB_INCOME,WB_HI,World Bank (high income),New Zealand,NZL,,,
WB_INCOME,WB_HI,World Bank (high income),Northern Mariana Islands,MNP,,,
WB_INCOME,WB_HI,World Bank (high income),Norway,NOR,,,
WB_INCOME,WB_HI,World Bank (high income),Oman,OMN,,,
WB_INCOME,WB_HI,World Bank (high income),Palau,PLW,,,
WB_INCOME,WB_HI,World Bank (high income),Panama,PAN,,,
WB_INCOME,WB_HI,World Bank (high income),Poland,POL,,,
WB_INCOME,WB_HI,World Bank (high income),Portugal,PRT,,,
WB_INCOME,WB_HI,World Bank (high income),Puerto Rico,PRI,,,
WB_INCOME,WB_HI,World Bank (high income),Qatar,QAT,,,
WB_INCOME,WB_HI,World Bank (high income),Republic of Korea,KOR,,,
WB_INCOME,WB_HI,World Bank (high income),Romania,ROU,,,
WB_INCOME,WB_HI,World Bank (high income),Russian Federation,RUS,,,
WB_INCOME,WB_HI,World Bank (high income),Saint Kitts and Nevis,KNA,,,
WB_INCOME,WB_HI,World Bank (high income),Saint Martin (French part),MAF,,,
WB_INCOME,WB_HI,World Bank (high income),San Marino,SMR,,,
WB_INCOME,WB_HI,World Bank (high income),Saudi Arabia,SAU,,,
WB_INCOME,WB_HI,World Bank (high income),Seychelles,SYC,,,
WB_INCOME,WB_HI,World Bank (high income),Singapore,SGP,,,
WB_INCOME,WB_HI,World Bank (high income),Sint Maarten,SXM,,,
WB_INCOME,WB_HI,World Bank (high income),Slovakia,SVK,,,
WB_INCOME,WB_HI,World Bank (high income),Slovenia,SVN,,,
WB_INCOME,WB_HI,World Bank (high income),Spain,ESP,,,
WB_INCOME,WB_HI,World Bank (high income),Sweden,SWE,,,
WB_INCOME,WB_HI,World Bank (high income),Switzerland,CHE,,,
WB_INCOME,WB_HI,World Bank (high income),Trinidad and Tobago,TTO,,,
WB_INCOME,WB_HI,World Bank (high income),Turks and Caicos Islands,TCA,,,
WB_INCOME,WB_HI,World Bank (high income),United Arab Emirates,ARE,,,
WB_INCOME,WB_HI,World Bank (high income),United Kingdom,GBR,,,
WB_INCOME,WB_HI,World Bank (high income),United States,USA,,,
WB_INCOME,WB_HI,World Bank (high income),Uruguay,URY,,,
WB_INCOME,WB_HI,World Bank (high income),Virgin Islands U.S.,VIR,,,
WB_INCOME,WB_LI,World Bank (low income),Afghanistan,AFG,,,
WB_INCOME,WB_LI,World Bank (low income),Burkina Faso,BFA,,,
WB_INCOME,WB_LI,World Bank (low income),Burundi,BDI,,,
WB_INCOME,WB_LI,World Bank (low income),Central African Republic,CAF,,,
WB_INCOME,WB_LI,World Bank (low income),Chad,TCD,,,
WB_INCOME,WB_LI,World Bank (low income),Democratic People's Republic of Korea,PRK,,,
WB_INCOME,WB_LI,World Bank (low income),Democratic Republic of the Congo,COD,,,
WB_INCOME,WB_LI,World Bank (low income),Eritrea,ERI,,,
WB_INCOME,WB_LI,World Bank (low income),Gambia,GMB,,,
WB_INCOME,WB_LI,World Bank (low income),Guinea-Bissau,GNB,,,
WB_INCOME,WB_LI,World Bank (low income),Liberia,LBR,,,
WB_INCOME,WB_LI,World Bank (low income),Madagascar,MDG,,,
WB_INCOME,WB_LI,World Bank (low income),Malawi,MWI,,,
WB_INCOME,WB_LI,World Bank (low income),Mali,MLI,,,
WB_INCOME,WB_LI,World Bank (low income),Mozambique,MOZ,,,
WB_INCOME,WB_LI,World Bank (low income),Niger,NER,,,
WB_INCOME,WB_LI,World Bank (low income),Rwanda,RWA,,,
WB_INCOME,WB_LI,World Bank (low income),Sierra Leone,SLE,,,
WB_INCOME,WB_LI,World Bank (low income),Somalia,SOM,,,
WB_INCOME,WB_LI,World Bank (low income),South Sudan,SSD,,,
WB_INCOME,WB_LI,World Bank (low income),Sudan,SDN,,,
WB_INCOME,WB_LI,World Bank (low income),Syrian Arab Republic,SYR,,,
WB_INCOME,WB_LI,World Bank (low income),Togo,TGO,,,
WB_INCOME,WB_LI,World Bank (low income),Uganda,UGA,,,
WB_INCOME,WB_LI,World Bank (low income),Yemen,YEM,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Angola,AGO,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Bangladesh,BGD,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Benin,BEN,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Bhutan,BTN,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Bolivia (Plurinational State of),BOL,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Cambodia,KHM,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Cameroon,CMR,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Comoros,COM,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Congo,COG,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Côte d'Ivoire,CIV,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Djibouti,DJI,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Egypt,EGY,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Eswatini,SWZ,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Ghana,GHA,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Guinea,GIN,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Haiti,HTI,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Honduras,HND,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),India,IND,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Jordan,JOR,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Kenya,KEN,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Kiribati,KIR,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Kyrgyzstan,KGZ,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Lao People's Democratic Republic,LAO,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Lebanon,LBN,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Lesotho,LSO,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Mauritania,MRT,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Micronesia (Federated States of),FSM,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Morocco,MAR,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Myanmar,MMR,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Namibia,NAM,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Nepal,NPL,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Nicaragua,NIC,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Nigeria,NGA,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Pakistan,PAK,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Papua New Guinea,PNG,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Philippines,PHL,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Sao Tome and Principe,STP,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Senegal,SEN,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Solomon Islands,SLB,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Sri Lanka,LKA,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),State of Palestine,PSE,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Tajikistan,TJK,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Timor-Leste,TLS,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Tunisia,TUN,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),United Republic of Tanzania,TZA,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Uzbekistan,UZB,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Vanuatu,VUT,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Viet Nam,VNM,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Zambia,ZMB,,,
WB_INCOME,WB_LMI,World Bank (lower middle income),Zimbabwe,ZWE,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Albania,ALB,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Algeria,DZA,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Argentina,ARG,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Armenia,ARM,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Azerbaijan,AZE,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Belarus,BLR,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Belize,BLZ,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Bosnia and Herzegovina,BIH,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Botswana,BWA,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Brazil,BRA,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Cabo Verde,CPV,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),China,CHN,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Colombia,COL,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Cuba,CUB,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Dominica,DMA,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Dominican Republic,DOM,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Ecuador,ECU,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),El Salvador,SLV,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Equatorial Guinea,GNQ,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Fiji,FJI,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Gabon,GAB,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Georgia,GEO,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Grenada,GRD,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Guatemala,GTM,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Indonesia,IDN,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Iran (Islamic Republic of),IRN,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Iraq,IRQ,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Jamaica,JAM,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Kazakhstan,KAZ,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Kosovo (UNSCR 1244),XKX,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Libya,LBY,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Malaysia,MYS,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Maldives,MDV,,,
WB_INCOME,WB_UMI,World Bank (upper middle income),Marshall Islands,MHL,,,
